gene_symbol	Blood and lymphatic system disorders	Cardiac disorders	Ear and labyrinth disorders	Endocrine disorders	Eye disorders	Gastrointestinal disorders	Hepatobiliary disorders	Immune system disorders	Metabolism and nutrition disorders	Musculoskeletal and connective tissue disorders	Nervous system disorders	Pregnancy, puerperium and perinatal conditions	Renal and urinary disorders	Reproductive system and breast disorders	Respiratory, thoracic and mediastinal disorders	Skin and subcutaneous tissue disorders	Vascular disorders
DDX11L8	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.1	0.2	0.0	0.0	0.2	0.1
DDX12P	0.3	0.0	0.1	0.0	0.2	0.2	0.2	0.3	0.1	0.0	0.2	0.0	0.2	0.0	0.2	0.1	0.0
DDX17	0.0	0.2	0.0	0.0	0.0	0.1	0.2	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
DDX18	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0
DDX19A	0.0	0.1	0.1	0.0	0.2	0.3	0.1	0.2	0.2	0.1	0.1	0.1	0.3	0.0	0.0	0.1	0.0
DDX19B	0.0	0.1	0.0	0.1	0.0	0.2	0.2	0.3	0.1	0.0	0.0	0.0	0.1	0.2	0.0	0.1	0.0
DDX20	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.2	0.2	0.0	0.2	0.1	0.0	0.0	0.0	0.2
DDX21	0.1	0.3	0.1	0.0	0.2	0.1	0.3	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
DDX23	0.2	0.0	0.0	0.2	0.0	0.0	0.3	0.1	0.0	0.0	0.2	0.2	0.1	0.1	0.2	0.2	0.2
DDX24	0.0	0.1	0.0	0.2	0.3	0.0	0.1	0.0	0.0	0.2	0.2	0.2	0.1	0.3	0.0	0.0	0.0
DDX25	0.1	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.1
DDX27	0.0	0.0	0.1	0.3	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.0	0.0	0.1
DDX28	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0
DDX31	0.0	0.1	0.1	0.0	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0
DDX39A	0.0	0.0	0.2	0.1	0.0	0.2	0.1	0.2	0.0	0.0	0.0	0.1	0.2	0.2	0.1	0.2	0.3
DDX39B	0.0	0.0	0.0	0.1	0.2	0.1	0.0	0.2	0.0	0.3	0.0	0.0	0.1	0.0	0.0	0.2	0.1
DDX3X	0.0	0.0	0.3	0.1	0.1	0.1	0.2	0.1	0.0	0.3	0.1	0.1	0.1	0.0	0.0	0.1	0.1
DDX3Y	0.0	0.0	0.1	0.2	0.3	0.2	0.2	0.1	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.1
DDX4	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.2	0.0
DDX41	0.1	0.1	0.1	0.1	0.0	0.2	0.1	0.3	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.1	0.0
DDX42	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.2	0.0	0.1	0.2	0.1
DDX43	0_confirmed	0.1	0.1	0.1	0_confirmed	0_confirmed	0_confirmed	0.3	0.1	0_confirmed	0_confirmed	0.0	0_confirmed	0.1	0_confirmed	0.1	0.0
DDX46	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.2	0.0	0.0	0.0
DDX47	0.0	0.1	0.2	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.3	0.0
DDX49	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.2
DDX5	0.0	0.2	0.0	0.1	0.1	0.0	0.1	0.4	0.0	0.1	0.0	0.0	0.3	0.0	0.0	0.1	0.1
DDX50	0.0	0.1	0.0	0.1	0.1	0.2	0.2	0.3	0.0	0.0	0.3	0.0	0.2	0.2	0.2	0.0	0.1
DDX51	0.0	0.2	0.0	0.3	0.0	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDX52	0.0	0.1	0.1	0.1	0.2	0.0	0.1	0.1	0.1	0.2	0.0	0.3	0.0	0.0	0.0	0.1	0.2
DDX53	0.0	0.0	0.0	0.3	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.2	0.0
DDX54	0.1	0.0	0.2	0.1	0.2	0.1	0.1	0.2	0.1	0.2	0.0	0.8	0.2	0.1	0.1	0.3	0.2
DDX55	0.2	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.2	0.2	0.0	0.2	0.0	0.0	0.2
DDX56	0.0	0.1	0.2	0.1	0.0	0.2	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.3	0.1	0.2	0.0
DDX58	0.1	0.2	0.2	0.2	0.0	0.2	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.0	0.0	0.1	0.0
DDX59	0.2	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.3
DDX6	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.0
DDX60	0.0	0.0	0.2	0.0	0.1	0.2	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.3	0.0	0.1	0.0
DDX60L	0.0	0.0	0.0	0.2	0.1	0.0	0.2	0.0	0.3	0.1	0.0	0.3	0.1	0.1	0.0	0.1	0.2
DEAF1	0.0	0.2	0.2	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2
DEC1	0.1	0.2	0.1	0.2	0.0	0.1	0.2	0.1	0.1	0.2	0.0	0.0	0.1	0.1	0.0	0.0	0.1
DECR1	0.0	0.0	0.1	0.0	0.1	0.2	0.1	0.1	0.1	0.3	0.1	0.3	0.0	0.0	0.0	0.0	0.0
DECR2	0.0	0.2	0.0	0.0	0.2	0.0	0.3	0.0	0.1	0.0	0.2	0.3	0.0	0.0	0.0	0.0	0.3
DEDD	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.3	0.1	0.0	0.1	0.3	0.3	0.1	0.1	0.0	0.1
DEDD2	0.3	0.2	0.0	0.0	0_confirmed	0_confirmed	0.1	0.0	0.2	0_confirmed	0_confirmed	0.0	0.1	0.0	0.1	0_confirmed	0_confirmed
DEF6	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0
DEF8	0.3	0.0	0.0	0.1	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
DEFA1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.0	0.0	0.0	0.0
DEFA1B	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.1	0.3	0.0	0.3	0.0	0.0
DEFA3	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.1	0.1	0.2	0.0	0.0	0.2	0.2	0.0
DEFA4	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.2
DEFA5	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.1	0.3	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0
DEFA6	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.1	0.2	0.0	0.3	0.1	0.1	0.1	0.1	0.0
DEFB1	0.3	0.3	0.1	0.3	0.1	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.0	0.1
DEFB103A	0.1	0.1	0.1	0.2	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.3	0.0	0.0
DEFB103B	0.1	0.0	0.1	0.2	0.1	0.0	0.0	0.0	0.1	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.2
DEFB104A	0.2	0.0	0.0	0.0	0.1	0.1	0.2	0.1	0.0	0.1	0.2	0.0	0.0	0.2	0.2	0.2	0.0
DEFB104B	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.3	0.0	0.0	0.0	0.2
DEFB105A	0.3	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0
DEFB105B	0.1	0.0	0.2	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.2	0.0
DEFB106A	0.1	0.0	0.2	0.0	0.0	0.1	0.2	0.0	0.2	0.0	0.1	0.3	0.2	0.0	0.0	0.0	0.1
DEFB106B	0.0	0.1	0.1	0.2	0.1	0.2	0.3	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1
DEFB107A	0.0	0.2	0.2	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.3	0.0	0.3	0.2	0.1	0.1
DEFB107B	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.3	0.0	0.2	0.1	0.1	0.0	0.0
DEFB108B	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.1	0.0	0.0
DEFB109B	0.0	0.0	0.0	0.1	0.1	0.3	0.0	0.0	0.3	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.2
DEFB110	0.1	0.3	0.0	0.0	0.2	0.0	0.0	0.3	0.1	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.0
DEFB112	0.0	0.1	0.2	0.2	0.2	0.1	0.1	0.3	0.0	0.1	0.0	0.1	0.2	0.2	0.0	0.3	0.0
DEFB113	0.1	0.0	0.1	0.2	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0
DEFB114	0.1	0.0	0.1	0.0	0.2	0.3	0.1	0.2	0.3	0.0	0.0	0.2	0.1	0.1	0.1	0.0	0.0
DEFB115	0.0	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.3	0.0	0.1	0.0
DEFB116	0.0	0.0	0.3	0.0	0.0	0.0	0.2	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
DEFB118	0.2	0.0	0.2	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0
DEFB119	0.2	0.1	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.2	0.1
DEFB121	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.2	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0
DEFB123	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.1	0.2	0.0	0.0
DEFB124	0.3	0.2	0.0	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0
DEFB125	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.0
DEFB126	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.0
DEFB127	0.2	0.1	0.2	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0
DEFB128	0.0	0.1	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
DEFB129	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.0	0.0	0.1	0.2	0.0	0.0	0.2	0.0	0.1	0.0
DEFB130A	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.2	0.1	0.0	0.1	0.2
DEFB130B	0.3	0.2	0.3	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.1	0.2	0.1	0.1	0.0	0.0	0.2
DEFB131A	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.3	0.2	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.0
DEFB131B	0.0	0.0	0.3	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.0
DEFB132	0.1	0.3	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.0
DEFB133	0.3	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.2
DEFB134	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0
DEFB135	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.1	0.1	0.0
DEFB136	0.2	0.1	0.2	0.2	0.2	0.2	0.1	0.3	0.0	0.3	0.3	0.1	0.0	0.0	0.0	0.0	0.2
DEFB4A	0.0	0.1	0.3	0.2	0.2	0.0	0.0	0.0	0.0	0.3	0.2	0.1	0.0	0.0	0.2	0.2	0.2
DEFB4B	0.0	0.0	0.0	0.2	0.0	0.3	0.0	0.2	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1
DEGS1	0.0	0.0	0.0	0.2	0.0	0_confirmed	0.2	0.0	0.0	0.0	0_confirmed	0.0	0.0	0.0	0.2	0.0	0_confirmed
DEGS2	0.1	0_confirmed	0.1	0.0	0.0	0.1	0.1	0.3	0.1	0.0	0_confirmed	0.1	0.2	0.0	0.0	0.0	0.1
DEK	0.4	0.2	0.1	0.3	0.1	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.2	0.2	0.0
DELE1	0.0	0.3	0.2	0.2	0.0	0.2	0.0	0.0	0.3	0.2	0.2	0.0	0.2	0.0	0.1	0.1	0.0
DENND10	0.0	0.1	0.3	0.0	0.0	0.3	0.0	0.3	0.1	0.1	0.2	0.2	0.1	0.0	0.2	0.2	0.0
DENND11	0.0	0.0	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.2	0.0	0.1	0.3	0.2	0.0	0.1	0.0
DENND1A	0.1	0.2	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
DENND1B	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.1	0.0	0.0
DENND1C	0.1	0.1	0.3	0.2	0.0	0.1	0.3	0.0	0.3	0.1	0.1	0.0	0.1	0.1	0.0	0.0	0.2
DENND2A	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0
DENND2B	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.2	0.0	0.0	0.3	0.2	0.0	0.0	0.0	0.1
DENND2C	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.1	0.1
DENND2D	0.2	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.1	0.0	0.0	0.3	0.1	0.0	0.0
DENND3	0.0	0.1	0.0	0.0	0.2	0.2	0.0	0.2	0.0	0.2	0.1	0.0	0.0	0.0	0.2	0.3	0.1
DENND4A	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.2	0.3	0.0	0.1
DENND4B	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.2	0.0	0.3	0.0	0.0	0.1	0.0	0.0	0.0	0.1
DENND4C	0.0	0.1	0.1	0.2	0.2	0.0	0.1	0.1	0.3	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.1
DENND5A	0.2	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.3	0.2	0.2	0.0	0.1	0.0	0.1
DENND5B	0.0	0.2	0.2	0.0	0.1	0.1	0.1	0.2	0.2	0.3	0.3	0.0	0.0	0.0	0.2	0.0	0.1
DENND6A	0.0	0.1	0.0	0.0	0.3	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0
DENND6B	0.0	0.1	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.3	0.0
DENR	0.2	0.2	0.2	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0
DEPDC1	0.3	0.2	0.3	0.0	0.0	0.1	0.1	0.1	0.0	0.2	0.0	0.1	0.1	0.2	0.0	0.3	0.2
DEPDC1B	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0
DEPDC4	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.3	0.2	0.1	0.0	0.2
DEPDC5	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.2	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0
DEPDC7	0.2	0.0	0.1	0.1	0.1	0.0	0.3	0.2	0.2	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.0
DEPP1	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.0	0.3	0.1	0.2	0.1	0.0	0.0	0.1	0.2	0.0
DEPTOR	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.0	0.2	0.0	0.1	0.1	0.2
DERA	0.1	0.1	0.0	0.1	0.3	0.2	0.0	0.0	0.1	0.2	0.1	0.0	0.0	0.2	0.1	0.0	0.1
DERL1	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0
DERL2	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.2	0.2	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2
DERL3	0.0	0.3	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.2	0.3	0.2	0.0	0.1
DERPC	0.3	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.3	0.1	0.0
DES	0.0	0.0	0.0	0.1	0.0	0.0	0.3	0.1	0.1	0.0	0.0	0.0	0.1	0.2	0.0	0.1	0.1
DESI1	0.0	0.0	0.0	0.2	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0
DESI2	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.2	0.1	0.1	0.0	0.0	0.2	0.0	0.3	0.1	0.2
DET1	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.0	0.1	0.2	0.1	0.1	0.1
DEUP1	0.2	0.1	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.0	0.2	0.1	0.2	0.1	0.1	0.0
DEXI	0.1	0.0	0.2	0.2	0.1	0.2	0.1	0.1	0.1	0.0	0.2	0.0	0.2	0.1	0.0	0.0	0.1
DFFA	0.0	0.3	0.0	0.1	0.0	0.1	0.0	0.2	0.1	0.2	0.2	0.0	0.0	0.2	0.2	0.0	0.1
DFFB	0.0	0.0	0.1	0.0	0.2	0.0	0.1	0.2	0.0	0.0	0.1	0.2	0.0	0.1	0.0	0.0	0.0
DGAT1	0.3	0.2	0.0	0.1	0.1	0.0	0.2	0.0	0.1	0.0	0.2	0.3	0.0	0.0	0.2	0.1	0.0
DGAT2	0_confirmed	0.3	0.1	0.1	0.0	0_confirmed	0.1	0.0	0_confirmed	0.0	0_confirmed	0.1	0.0	0.1	0_confirmed	0_confirmed	0_confirmed
DGAT2L6	0.2	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.2	0.1	0.0	0.0	0.2	0.0	0.2	0.0	0.1
DGAT2L7P	0.2	0.1	0.0	0.0	0.0	0.1	0.2	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0
DGCR2	0.2	0.2	0.0	0.0	0.2	0.1	0.0	0.1	0.3	0.0	0.2	0.2	0.0	0.0	0.1	0.1	0.0
DGCR6	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.2	0.1	0.0
DGCR6L	0.2	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.1
DGCR8	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.1
DGKA	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.3	0.0	0.0	0.0	0.1
DGKB	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.2	0.1	0.2	0.2	0.0	0.2	0.0	0.1	0.0
DGKD	0.1	0.0	0.2	0.0	0.0	0.1	0.2	0.2	0.1	0.0	0.0	0.0	0.2	0.0	0.3	0.2	0.0
DGKE	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.1	0.0
DGKG	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1
DGKH	0.0	0.0	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.2	0.1	0.1	0.0	0.3
DGKI	0.1	0.1	0.1	0.3	0.0	0.0	0.0	0.0	0.1	0.3	0.1	0.0	0.2	0.1	0.0	0.0	0.0
DGKK	0.1	0.0	0.0	0.1	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.2	0.2	0.1	0.3	0.2	0.0
DGKQ	0.1	0.2	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0
DGKZ	0.3	0.1	0.0	0.3	0.3	0.1	0.2	0.2	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.0
DGLUCY	0.2	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.2	0.2	0.2	0.0	0.0	0.2	0.1	0.3
DGUOK	0.5	0.2	0.1	0.2	0.2	0.2	0.1	0.1	0.3	0.0	0.2	0.0	0.2	0.0	0.1	0.1	0.2
DHCR24	0_confirmed	0_confirmed	0.1	0.1	0.1	0_confirmed	0.1	0.1	0_confirmed	0.2	0.1	0.0	0.0	0.3	0.1	0.1	0_confirmed
DHCR7	0.1	0.0	0.2	0.1	0.3	0_confirmed	0.0	0.1	0.2	0.1	0_confirmed	0.2	0.3	0.2	0_confirmed	0_confirmed	0_confirmed
DHDDS	0.2	0.2	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0
DHDH	0.2	0.1	0.4	0.3	0.4	0.2	0.4	0.1	0.8	0.4	0.2	0.1	0.5	0.7	0.2	0.1	0.3
DHFR	1_confirmed	0.2	0.5	0.3	0.6	0.9	0.9	0.3	0.9	0.8	0.7	0.5	0.4	0.1	0.7	0.9	0.3
DHFR2	0.1	0.2	0.2	0.2	0.1	0.2	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.2	0.2	0.0	0.2
DHH	0.2	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.0
DHODH	1_confirmed	0.2	0.0	0.3	0.1	0.4	0.8	0.1	0.4	0.1	0.2	0_confirmed	0.1	0_confirmed	1_confirmed	0.4	0.7
DHPS	0.1	0.1	0.1	0.0	0.0	0.3	0.2	0.1	0.2	0.1	0.2	0.0	0.1	0.2	0.1	0_confirmed	0_confirmed
DHRS1	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.1	0.2	0.1	0.1	0.0	0.0	0.0	0.3
DHRS11	0.2	0.1	0.1	0.0	0.0	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
DHRS12	0.0	0.0	0.0	0.2	0.1	0.1	0.1	0.2	0.2	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0
DHRS13	0.1	0.3	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.0	0.0	0.3	0.0	0.1
DHRS2	0.0	0.1	0.3	0.0	0.2	0.0	0.1	0.1	0.2	0.0	0.0	0.0	0.1	0.1	0.2	0.2	0.1
DHRS3	0.3	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.3	0.0	0.0	0.2
DHRS4	0.2	0.0	0.3	0.2	0.0	0.2	0.1	0.1	0.2	0.0	0.1	0.1	0.2	0.1	0.1	0.2	0.0
DHRS4L1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0
DHRS4L2	0.0	0.0	0.1	0.3	0.2	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.3	0.1	0.1
DHRS7	0.0	0.0	0.3	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.3	0.0	0.2	0.0	0.1	0.0	0.0
DHRS7B	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.2	0.1	0.0	0.1	0.1	0.0	0.0
DHRS7C	0.0	0.0	0.0	0.1	0.2	0.2	0.2	0.0	0.1	0.0	0.0	0.1	0.0	0.3	0.1	0.1	0.0
DHRS9	0.1	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2
DHRSX	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.2	0.0
DHTKD1	0.0	0.1	0.0	0.0	0.2	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
DHX15	0.0	0.1	0.0	0.2	0.0	0.2	0.2	0.0	0.0	0.3	0.0	0.2	0.1	0.1	0.0	0.0	0.2
DHX16	0.0	0.2	0.1	0.1	0.2	0.0	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.0	0.1	0.0	0.2
DHX29	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.3	0.1	0.0	0.0	0.1	0.1	0.1
DHX30	0.2	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.1	0.0	0.1	0.2	0.2	0.1	0.2	0.1
DHX32	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.3	0.1	0.2	0.0
DHX33	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.3	0.0	0.2	0.0	0.2	0.2	0.1	0.0	0.0
